,interArrivalTime,maximumWaitingTime,RealServiceTime,RealSolvable,PredictedServiceTime,PredictedSolvable,ArrivalTime,Stopped,QueuedInstances,TimeServiceBegins,TimeServiceEnds,WaitingTimeInQueue,TimeInstanceInSystem,IdleTimeOfServer,VM,Attended,Solved
131,24,16,1.0,True,1.0,True,4889.0,0,0,4961.0,4961.0,72.0,72.0,0.0,0.0,0.0,0.0
130,38,7,1.0,True,1.0,True,4865.0,0,0,4962.0,4962.0,97.0,97.0,0.0,0.0,0.0,0.0
126,63,23,4.0,True,24.0,True,4618.0,0,0,4963.0,4963.0,345.0,345.0,0.0,0.0,0.0,0.0
134,2,27,6.0,True,26.0,True,4958.0,0,0,4964.0,4970.0,6.0,12.0,0.0,0.0,1.0,1.0
133,54,13,235.0,True,98.0,True,4956.0,0,4,4971.0,4971.0,15.0,15.0,0.0,0.0,0.0,0.0
132,13,18,52.0,True,134.0,True,4902.0,0,3,4972.0,4972.0,70.0,70.0,0.0,0.0,0.0,0.0
127,71,14,3598.0,False,1854.0,False,4689.0,0,2,4973.0,4973.0,284.0,284.0,0.0,0.0,0.0,0.0
125,26,2,3598.0,False,2394.0,False,4555.0,0,1,4974.0,4974.0,419.0,419.0,0.0,0.0,0.0,0.0
135,26,19,2.0,True,7.0,True,4984.0,0,0,4984.0,4986.0,0.0,2.0,10.0,0.0,1.0,1.0
136,65,18,310.0,True,692.0,True,5049.0,0,0,5049.0,5359.0,0.0,310.0,63.0,0.0,1.0,1.0
137,60,29,1.0,True,1.0,True,5109.0,0,6,5360.0,5360.0,251.0,251.0,0.0,0.0,0.0,0.0
139,57,17,2.0,True,6.0,True,5193.0,0,5,5361.0,5361.0,168.0,168.0,0.0,0.0,0.0,0.0
138,27,21,2.0,True,9.0,True,5136.0,0,4,5362.0,5362.0,226.0,226.0,0.0,0.0,0.0,0.0
142,61,3,3.0,True,12.0,True,5291.0,0,3,5363.0,5363.0,72.0,72.0,0.0,0.0,0.0,0.0
141,24,22,2577.0,True,72.0,True,5230.0,0,2,5364.0,5364.0,134.0,134.0,0.0,0.0,0.0,0.0
140,13,23,1017.0,True,636.0,True,5206.0,0,1,5365.0,5365.0,159.0,159.0,0.0,0.0,0.0,0.0
143,78,20,99.0,True,139.0,True,5369.0,0,0,5369.0,5468.0,0.0,99.0,4.0,0.0,1.0,1.0
144,70,10,1.0,True,4.0,True,5439.0,0,1,5469.0,5469.0,30.0,30.0,0.0,0.0,0.0,0.0
145,49,3,132.0,True,80.0,True,5488.0,0,0,5488.0,5620.0,0.0,132.0,19.0,0.0,1.0,1.0
146,65,19,45.0,True,87.0,True,5553.0,0,1,5621.0,5621.0,68.0,68.0,0.0,0.0,0.0,0.0
147,75,26,90.0,True,136.0,True,5628.0,0,0,5628.0,5718.0,0.0,90.0,7.0,0.0,1.0,1.0
148,32,7,3598.0,False,1045.0,False,5660.0,0,1,5719.0,5719.0,59.0,59.0,0.0,0.0,0.0,0.0
149,67,11,1.0,True,58.0,True,5727.0,0,0,5727.0,5728.0,0.0,1.0,8.0,0.0,1.0,1.0
150,43,21,1469.0,True,786.0,False,5770.0,0,0,5770.0,5770.0,0.0,1.0,42.0,0.0,0.0,0.0
151,63,22,2637.0,True,2168.0,False,5833.0,0,0,5833.0,5833.0,0.0,1.0,63.0,0.0,0.0,0.0
152,20,29,1.0,True,19.0,True,5853.0,0,0,5853.0,5854.0,0.0,1.0,20.0,0.0,1.0,1.0
153,50,25,244.0,True,8.0,True,5903.0,0,0,5903.0,6147.0,0.0,244.0,49.0,0.0,1.0,1.0
162,40,6,1.0,True,1.0,True,6147.0,0,9,6148.0,6149.0,1.0,2.0,0.0,0.0,1.0,1.0
154,52,21,10.0,True,8.0,True,5955.0,0,8,6150.0,6150.0,195.0,195.0,0.0,0.0,0.0,0.0
160,1,26,22.0,True,10.0,True,6079.0,0,7,6151.0,6151.0,72.0,72.0,0.0,0.0,0.0,0.0
163,4,23,8.0,True,7.0,True,6151.0,0,7,6152.0,6160.0,1.0,9.0,0.0,0.0,1.0,1.0
156,16,1,2.0,True,22.0,True,6032.0,0,6,6161.0,6161.0,129.0,129.0,0.0,0.0,0.0,0.0
157,18,21,657.0,True,24.0,True,6050.0,0,5,6162.0,6162.0,112.0,112.0,0.0,0.0,0.0,0.0
158,13,10,503.0,True,58.0,True,6063.0,0,4,6163.0,6163.0,100.0,100.0,0.0,0.0,0.0,0.0
159,15,4,3170.0,True,196.0,True,6078.0,0,3,6164.0,6164.0,86.0,86.0,0.0,0.0,0.0,0.0
161,28,13,3598.0,False,554.0,True,6107.0,0,2,6165.0,6165.0,58.0,58.0,0.0,0.0,0.0,0.0
155,61,29,2799.0,True,1384.0,True,6016.0,0,1,6166.0,6166.0,150.0,150.0,0.0,0.0,0.0,0.0
164,18,11,2.0,True,20.0,True,6169.0,0,0,6169.0,6171.0,0.0,2.0,3.0,0.0,1.0,1.0
165,47,9,3373.0,True,81.0,True,6216.0,1,0,6216.0,6589.0,0.0,373.0,45.0,0.0,1.0,0.0
171,23,19,1.0,True,3.0,True,6550.0,0,0,6590.0,6590.0,40.0,40.0,0.0,0.0,0.0,0.0
172,10,21,25.0,True,9.0,True,6560.0,0,0,6591.0,6591.0,31.0,31.0,0.0,0.0,0.0,0.0
168,35,4,2.0,True,30.0,True,6371.0,0,0,6592.0,6592.0,221.0,221.0,0.0,0.0,0.0,0.0
169,77,12,2518.0,True,40.0,True,6448.0,0,0,6593.0,6593.0,145.0,145.0,0.0,0.0,0.0,0.0
173,29,7,244.0,True,82.0,True,6589.0,0,0,6594.0,6838.0,5.0,249.0,0.0,0.0,1.0,1.0
175,46,16,43.0,True,12.0,True,6696.0,0,8,6839.0,6839.0,143.0,143.0,0.0,0.0,0.0,0.0
176,8,23,2.0,True,26.0,True,6704.0,0,7,6840.0,6840.0,136.0,136.0,0.0,0.0,0.0,0.0
177,26,24,67.0,True,29.0,True,6730.0,0,6,6841.0,6841.0,111.0,111.0,0.0,0.0,0.0,0.0
174,61,5,260.0,True,35.0,True,6650.0,0,5,6842.0,6842.0,192.0,192.0,0.0,0.0,0.0,0.0
178,78,16,987.0,True,63.0,True,6808.0,0,4,6843.0,6843.0,35.0,35.0,0.0,0.0,0.0,0.0
170,79,22,191.0,True,106.0,True,6527.0,0,3,6844.0,6844.0,317.0,317.0,0.0,0.0,0.0,0.0
166,45,26,211.0,True,107.0,True,6261.0,0,2,6845.0,6845.0,584.0,584.0,0.0,0.0,0.0,0.0
167,75,17,1582.0,True,400.0,True,6336.0,0,1,6846.0,6846.0,510.0,510.0,0.0,0.0,0.0,0.0
179,38,2,8.0,True,524.0,True,6846.0,0,1,6847.0,6855.0,1.0,9.0,0.0,0.0,1.0,1.0
180,44,7,3098.0,True,587.0,True,6890.0,1,0,6890.0,7305.0,0.0,415.0,35.0,0.0,1.0,0.0
185,39,21,1.0,True,1.0,True,7128.0,0,0,7306.0,7306.0,178.0,178.0,0.0,0.0,0.0,0.0
187,50,24,1.0,True,1.0,True,7240.0,0,0,7307.0,7307.0,67.0,67.0,0.0,0.0,0.0,0.0
186,62,6,1.0,True,1.0,True,7190.0,0,0,7308.0,7308.0,118.0,118.0,0.0,0.0,0.0,0.0
188,65,7,3598.0,False,7.0,True,7305.0,1,0,7309.0,7461.0,4.0,156.0,0.0,0.0,1.0,0.0
192,49,19,5.0,True,17.0,True,7461.0,0,0,7462.0,7467.0,1.0,6.0,0.0,0.0,1.0,1.0
184,73,19,1695.0,True,41.0,True,7089.0,0,7,7468.0,7468.0,379.0,379.0,0.0,0.0,0.0,0.0
190,50,18,47.0,True,172.0,True,7369.0,0,6,7469.0,7469.0,100.0,100.0,0.0,0.0,0.0,0.0
191,43,10,151.0,True,282.0,True,7412.0,0,5,7470.0,7470.0,58.0,58.0,0.0,0.0,0.0,0.0
182,49,12,504.0,True,466.0,True,6945.0,0,4,7471.0,7471.0,526.0,526.0,0.0,0.0,0.0,0.0
