,interArrivalTime,maximumWaitingTime,RealServiceTime,RealSolvable,PredictedServiceTime,PredictedSolvable,ArrivalTime
0,1,5,1.0,True,1.0,True,1.0
1,2,10,1.0,True,1.0,True,3.0
2,37,9,1.0,True,1.0,True,40.0
3,42,25,1.0,True,1.0,True,82.0
4,35,25,1.0,True,1.0,True,117.0
5,30,9,1.0,True,1.0,True,147.0
6,2,24,593.0,True,593.0,True,149.0
7,60,24,1.0,True,1.0,True,209.0
8,15,16,1.0,True,1.0,True,224.0
9,74,16,1.0,True,1.0,True,298.0
10,12,8,1.0,True,1.0,True,310.0
11,78,28,1.0,True,1.0,True,388.0
12,11,14,1.0,True,1.0,True,399.0
13,39,1,1.0,True,1.0,True,438.0
14,8,24,1.0,True,1.0,True,446.0
15,44,26,1.0,True,1.0,True,490.0
16,24,28,1.0,True,1.0,True,514.0
17,30,13,1.0,True,1.0,True,544.0
18,57,4,1.0,True,1.0,True,601.0
19,56,22,1.0,True,1.0,True,657.0
20,32,3,216.0,True,216.0,True,689.0
21,62,5,7.0,True,7.0,True,751.0
22,37,7,3312.0,True,3312.0,True,788.0
23,65,15,42.0,True,42.0,True,853.0
24,4,21,3598.0,False,3598.0,False,857.0
25,6,12,3598.0,False,3598.0,False,863.0
26,16,10,3598.0,False,3598.0,False,879.0
27,76,28,3598.0,False,3598.0,False,955.0
28,15,2,3598.0,False,3598.0,False,970.0
29,6,25,82.0,True,82.0,True,976.0
30,35,24,87.0,True,87.0,True,1011.0
31,54,17,75.0,True,75.0,True,1065.0
32,73,2,190.0,True,190.0,True,1138.0
33,6,10,512.0,True,512.0,True,1144.0
34,6,3,1400.0,True,1400.0,True,1150.0
35,60,4,3134.0,True,3134.0,True,1210.0
36,13,9,1.0,True,1.0,True,1223.0
37,15,26,1.0,True,1.0,True,1238.0
38,28,21,16.0,True,16.0,True,1266.0
39,39,21,1.0,True,1.0,True,1305.0
40,6,24,1.0,True,1.0,True,1311.0
41,75,18,275.0,True,275.0,True,1386.0
42,77,15,3598.0,False,3598.0,False,1463.0
43,23,6,1.0,True,1.0,True,1486.0
44,13,3,1.0,True,1.0,True,1499.0
45,63,4,3598.0,False,3598.0,False,1562.0
46,42,4,3598.0,False,3598.0,False,1604.0
47,19,27,1.0,True,1.0,True,1623.0
48,51,29,49.0,True,49.0,True,1674.0
49,58,27,3598.0,False,3598.0,False,1732.0
50,47,1,1.0,True,1.0,True,1779.0
51,59,4,1.0,True,1.0,True,1838.0
52,24,15,1.0,True,1.0,True,1862.0
53,22,25,1.0,True,1.0,True,1884.0
54,8,29,1.0,True,1.0,True,1892.0
55,64,28,1.0,True,1.0,True,1956.0
56,1,24,286.0,True,286.0,True,1957.0
57,45,3,1.0,True,1.0,True,2002.0
