PredictedServiceTime,ArrivalTime,MIPPredictedTimeServiceBegins,MIPPredictedTimeServiceEnds,MIPWaitingTimeInQueue,MIPAttended,MIPVM
9,7552,7571,7580,19,1,1
9,7566,7594,7603,28,1,1
PredictedServiceTime,ArrivalTime,MIPPredictedTimeServiceBegins,MIPPredictedTimeServiceEnds,MIPWaitingTimeInQueue,MIPAttended,MIPVM
12,36553,36564,36576,11,1,1
12,36561,36577,36577,16,0,1
1381,36552,36578,36578,26,0,1
PredictedServiceTime,ArrivalTime,MIPPredictedTimeServiceBegins,MIPPredictedTimeServiceEnds,MIPWaitingTimeInQueue,MIPAttended,MIPVM
2,43864,43882,43884,18,1,1
52,43873,43896,43948,23,1,1
