,interArrivalTime,maximumWaitingTime,RealServiceTime,RealSolvable,PredictedServiceTime,PredictedSolvable,ArrivalTime
146,12,17,45.0,True,45.0,True,2333.0
147,22,19,90.0,True,90.0,True,2355.0
148,1,5,3598.0,False,3598.0,False,2356.0
149,14,7,1.0,True,1.0,True,2370.0
150,9,26,1469.0,True,1469.0,True,2379.0
151,9,22,2637.0,True,2637.0,True,2388.0
152,19,10,1.0,True,1.0,True,2407.0
153,16,1,244.0,True,244.0,True,2423.0
154,16,23,10.0,True,10.0,True,2439.0
155,27,8,2799.0,True,2799.0,True,2466.0
156,1,10,2.0,True,2.0,True,2467.0
157,13,7,657.0,True,657.0,True,2480.0
158,19,26,503.0,True,503.0,True,2499.0
159,1,20,3170.0,True,3170.0,True,2500.0
160,23,28,22.0,True,22.0,True,2523.0
161,6,11,3598.0,False,3598.0,False,2529.0
162,20,20,1.0,True,1.0,True,2549.0
163,16,4,8.0,True,8.0,True,2565.0
164,3,3,2.0,True,2.0,True,2568.0
165,29,25,3373.0,True,3373.0,True,2597.0
166,8,3,211.0,True,211.0,True,2605.0
167,5,13,1582.0,True,1582.0,True,2610.0
168,8,25,2.0,True,2.0,True,2618.0
169,19,25,2518.0,True,2518.0,True,2637.0
170,4,17,191.0,True,191.0,True,2641.0
171,23,11,1.0,True,1.0,True,2664.0
172,1,18,25.0,True,25.0,True,2665.0
173,22,5,244.0,True,244.0,True,2687.0
174,14,4,260.0,True,260.0,True,2701.0
175,21,27,43.0,True,43.0,True,2722.0
176,2,1,2.0,True,2.0,True,2724.0
177,26,26,67.0,True,67.0,True,2750.0
178,13,16,987.0,True,987.0,True,2763.0
179,6,9,8.0,True,8.0,True,2769.0
180,18,2,3098.0,True,3098.0,True,2787.0
181,31,13,3598.0,False,3598.0,False,2818.0
182,3,5,504.0,True,504.0,True,2821.0
183,20,18,3598.0,False,3598.0,False,2841.0
184,25,23,1695.0,True,1695.0,True,2866.0
185,17,6,1.0,True,1.0,True,2883.0
186,10,16,1.0,True,1.0,True,2893.0
187,4,27,1.0,True,1.0,True,2897.0
188,6,16,3598.0,False,3598.0,False,2903.0
189,20,3,3598.0,False,3598.0,False,2923.0
190,25,12,47.0,True,47.0,True,2948.0
191,14,26,151.0,True,151.0,True,2962.0
192,10,12,5.0,True,5.0,True,2972.0
193,15,26,5.0,True,5.0,True,2987.0
194,20,7,33.0,True,33.0,True,3007.0
195,30,8,4.0,True,4.0,True,3037.0
196,30,24,1.0,True,1.0,True,3067.0
197,11,26,1.0,True,1.0,True,3078.0
198,15,20,3598.0,False,3598.0,False,3093.0
199,25,5,3598.0,False,3598.0,False,3118.0
200,31,5,3.0,True,3.0,True,3149.0
201,13,12,2.0,True,2.0,True,3162.0
202,26,26,11.0,True,11.0,True,3188.0
203,12,8,12.0,True,12.0,True,3200.0
204,24,3,4.0,True,4.0,True,3224.0
205,5,17,36.0,True,36.0,True,3229.0
206,13,17,3598.0,False,3598.0,False,3242.0
207,26,25,3598.0,False,3598.0,False,3268.0
208,9,21,3598.0,False,3598.0,False,3277.0
209,26,19,3598.0,False,3598.0,False,3303.0
210,1,15,987.0,True,987.0,True,3304.0
211,2,25,848.0,True,848.0,True,3306.0
212,29,10,3289.0,True,3289.0,True,3335.0
213,31,1,3598.0,False,3598.0,False,3366.0
214,7,23,3598.0,False,3598.0,False,3373.0
215,23,1,2281.0,True,2281.0,True,3396.0
216,28,27,92.0,True,92.0,True,3424.0
217,19,27,3598.0,False,3598.0,False,3443.0
218,1,28,3508.0,True,3508.0,True,3444.0
219,14,23,253.0,True,253.0,True,3458.0
220,6,20,1.0,True,1.0,True,3464.0
221,24,15,3598.0,False,3598.0,False,3488.0
222,9,24,10.0,True,10.0,True,3497.0
223,13,5,3598.0,False,3598.0,False,3510.0
224,19,28,1.0,True,1.0,True,3529.0
225,22,8,3598.0,False,3598.0,False,3551.0
226,30,3,3598.0,False,3598.0,False,3581.0
227,23,8,290.0,True,290.0,True,3604.0
228,2,15,1707.0,True,1707.0,True,3606.0
229,26,3,3598.0,False,3598.0,False,3632.0
230,1,8,10.0,True,10.0,True,3633.0
231,28,29,2.0,True,2.0,True,3661.0
232,27,12,3598.0,False,3598.0,False,3688.0
233,25,3,59.0,True,59.0,True,3713.0
234,27,9,3598.0,False,3598.0,False,3740.0
235,13,23,70.0,True,70.0,True,3753.0
236,27,19,490.0,True,490.0,True,3780.0
237,24,14,3598.0,False,3598.0,False,3804.0
238,29,29,18.0,True,18.0,True,3833.0
239,23,28,174.0,True,174.0,True,3856.0
240,14,20,72.0,True,72.0,True,3870.0
241,26,7,3598.0,False,3598.0,False,3896.0
242,22,5,2.0,True,2.0,True,3918.0
243,6,22,4.0,True,4.0,True,3924.0
244,17,3,3598.0,False,3598.0,False,3941.0
245,1,14,94.0,True,94.0,True,3942.0
246,11,17,3598.0,False,3598.0,False,3953.0
247,3,12,61.0,True,61.0,True,3956.0
248,11,24,1767.0,True,1767.0,True,3967.0
249,31,28,3598.0,False,3598.0,False,3998.0
250,20,12,6.0,True,6.0,True,4018.0
251,18,12,3598.0,False,3598.0,False,4036.0
252,26,11,3598.0,False,3598.0,False,4062.0
253,27,25,109.0,True,109.0,True,4089.0
254,20,10,3598.0,False,3598.0,False,4109.0
255,29,13,3598.0,False,3598.0,False,4138.0
256,16,28,187.0,True,187.0,True,4154.0
257,22,6,3598.0,False,3598.0,False,4176.0
258,3,6,3598.0,False,3598.0,False,4179.0
259,12,6,3598.0,False,3598.0,False,4191.0
260,18,12,3598.0,False,3598.0,False,4209.0
261,13,26,1.0,True,1.0,True,4222.0
262,15,26,1.0,True,1.0,True,4237.0
263,14,4,1.0,True,1.0,True,4251.0
264,1,25,25.0,True,25.0,True,4252.0
265,28,24,1.0,True,1.0,True,4280.0
266,8,26,1.0,True,1.0,True,4288.0
267,4,3,40.0,True,40.0,True,4292.0
268,31,29,17.0,True,17.0,True,4323.0
269,18,4,1.0,True,1.0,True,4341.0
270,13,12,3598.0,False,3598.0,False,4354.0
271,26,11,3105.0,True,3105.0,True,4380.0
272,15,19,37.0,True,37.0,True,4395.0
273,13,27,3598.0,False,3598.0,False,4408.0
274,11,25,118.0,True,118.0,True,4419.0
275,3,7,3598.0,False,3598.0,False,4422.0
276,9,11,420.0,True,420.0,True,4431.0
277,17,5,3598.0,False,3598.0,False,4448.0
278,13,17,156.0,True,156.0,True,4461.0
279,15,12,3598.0,False,3598.0,False,4476.0
280,23,24,3598.0,False,3598.0,False,4499.0
281,10,9,3598.0,False,3598.0,False,4509.0
282,29,6,39.0,True,39.0,True,4538.0
283,1,1,22.0,True,22.0,True,4539.0
284,17,15,1.0,True,1.0,True,4556.0
285,30,23,528.0,True,528.0,True,4586.0
286,29,12,3598.0,False,3598.0,False,4615.0
287,25,2,3598.0,False,3598.0,False,4640.0
288,20,10,3598.0,False,3598.0,False,4660.0
289,14,10,246.0,True,246.0,True,4674.0
290,8,3,1459.0,True,1459.0,True,4682.0
291,26,25,128.0,True,128.0,True,4708.0
292,14,9,91.0,True,91.0,True,4722.0
293,28,9,251.0,True,251.0,True,4750.0
294,6,14,40.0,True,40.0,True,4756.0
295,12,25,1262.0,True,1262.0,True,4768.0
296,30,3,3598.0,False,3598.0,False,4798.0
297,3,15,3598.0,False,3598.0,False,4801.0
298,9,13,48.0,True,48.0,True,4810.0
299,6,11,2.0,True,2.0,True,4816.0
300,17,6,54.0,True,54.0,True,4833.0
301,5,28,1459.0,True,1459.0,True,4838.0
302,7,4,1368.0,True,1368.0,True,4845.0
303,9,23,43.0,True,43.0,True,4854.0
304,7,17,157.0,True,157.0,True,4861.0
305,12,14,3598.0,False,3598.0,False,4873.0
306,2,11,42.0,True,42.0,True,4875.0
307,2,27,305.0,True,305.0,True,4877.0
308,31,19,555.0,True,555.0,True,4908.0
309,30,29,83.0,True,83.0,True,4938.0
310,18,20,3598.0,False,3598.0,False,4956.0
311,1,14,3598.0,False,3598.0,False,4957.0
312,14,3,2.0,True,2.0,True,4971.0
313,9,25,3598.0,False,3598.0,False,4980.0
314,18,11,5.0,True,5.0,True,4998.0
315,19,28,6.0,True,6.0,True,5017.0
316,11,24,9.0,True,9.0,True,5028.0
317,17,1,3598.0,False,3598.0,False,5045.0
318,1,1,35.0,True,35.0,True,5046.0
319,22,11,3598.0,False,3598.0,False,5068.0
320,14,24,56.0,True,56.0,True,5082.0
321,18,12,3598.0,False,3598.0,False,5100.0
322,22,1,3598.0,False,3598.0,False,5122.0
323,14,8,3598.0,False,3598.0,False,5136.0
324,3,4,54.0,True,54.0,True,5139.0
325,19,16,79.0,True,79.0,True,5158.0
326,16,7,138.0,True,138.0,True,5174.0
327,14,26,16.0,True,16.0,True,5188.0
328,25,14,3598.0,False,3598.0,False,5213.0
329,16,16,40.0,True,40.0,True,5229.0
330,18,1,3598.0,False,3598.0,False,5247.0
331,5,14,70.0,True,70.0,True,5252.0
332,15,18,3598.0,False,3598.0,False,5267.0
333,22,16,42.0,True,42.0,True,5289.0
334,25,22,2643.0,True,2643.0,True,5314.0
335,13,18,3598.0,False,3598.0,False,5327.0
336,22,7,8.0,True,8.0,True,5349.0
337,31,5,342.0,True,342.0,True,5380.0
338,19,11,3598.0,False,3598.0,False,5399.0
339,16,4,35.0,True,35.0,True,5415.0
340,24,13,7.0,True,7.0,True,5439.0
341,30,13,3598.0,False,3598.0,False,5469.0
342,13,21,443.0,True,443.0,True,5482.0
343,3,15,850.0,True,850.0,True,5485.0
344,26,14,97.0,True,97.0,True,5511.0
345,4,1,3000.0,True,3000.0,True,5515.0
346,18,13,60.0,True,60.0,True,5533.0
347,9,3,2885.0,True,2885.0,True,5542.0
348,14,7,3598.0,False,3598.0,False,5556.0
349,14,27,1564.0,True,1564.0,True,5570.0
350,15,9,536.0,True,536.0,True,5585.0
351,9,26,3598.0,False,3598.0,False,5594.0
352,1,14,119.0,True,119.0,True,5595.0
353,17,7,19.0,True,19.0,True,5612.0
354,30,12,111.0,True,111.0,True,5642.0
355,30,19,364.0,True,364.0,True,5672.0
356,26,28,266.0,True,266.0,True,5698.0
357,7,20,91.0,True,91.0,True,5705.0
358,19,18,3598.0,False,3598.0,False,5724.0
359,8,11,60.0,True,60.0,True,5732.0
360,12,14,2281.0,True,2281.0,True,5744.0
361,3,22,477.0,True,477.0,True,5747.0
362,24,26,888.0,True,888.0,True,5771.0
363,18,18,345.0,True,345.0,True,5789.0
364,26,20,3598.0,False,3598.0,False,5815.0
365,28,6,35.0,True,35.0,True,5843.0
366,16,19,613.0,True,613.0,True,5859.0
367,13,14,122.0,True,122.0,True,5872.0
368,8,19,3598.0,False,3598.0,False,5880.0
369,11,9,4.0,True,4.0,True,5891.0
370,12,3,3598.0,False,3598.0,False,5903.0
371,7,26,2.0,True,2.0,True,5910.0
372,21,10,172.0,True,172.0,True,5931.0
373,4,28,3598.0,False,3598.0,False,5935.0
374,30,3,3.0,True,3.0,True,5965.0
375,20,14,354.0,True,354.0,True,5985.0
376,3,1,93.0,True,93.0,True,5988.0
377,15,2,2.0,True,2.0,True,6003.0
378,14,17,8.0,True,8.0,True,6017.0
379,27,13,374.0,True,374.0,True,6044.0
380,14,29,3598.0,False,3598.0,False,6058.0
381,31,14,11.0,True,11.0,True,6089.0
382,18,20,3598.0,False,3598.0,False,6107.0
383,20,14,1812.0,True,1812.0,True,6127.0
384,6,18,1941.0,True,1941.0,True,6133.0
385,26,8,3598.0,False,3598.0,False,6159.0
386,15,11,7.0,True,7.0,True,6174.0
387,17,29,14.0,True,14.0,True,6191.0
388,17,14,48.0,True,48.0,True,6208.0
389,4,23,2450.0,True,2450.0,True,6212.0
390,1,28,8.0,True,8.0,True,6213.0
391,1,27,470.0,True,470.0,True,6214.0
392,17,19,3598.0,False,3598.0,False,6231.0
393,7,6,10.0,True,10.0,True,6238.0
394,18,27,4.0,True,4.0,True,6256.0
395,5,16,161.0,True,161.0,True,6261.0
396,15,18,9.0,True,9.0,True,6276.0
397,2,12,3598.0,False,3598.0,False,6278.0
398,23,12,19.0,True,19.0,True,6301.0
399,17,23,15.0,True,15.0,True,6318.0
400,22,20,23.0,True,23.0,True,6340.0
401,12,21,1754.0,True,1754.0,True,6352.0
402,2,6,3598.0,False,3598.0,False,6354.0
403,7,17,3598.0,False,3598.0,False,6361.0
404,6,21,3598.0,False,3598.0,False,6367.0
405,21,8,840.0,True,840.0,True,6388.0
406,20,4,3598.0,False,3598.0,False,6408.0
407,14,8,506.0,True,506.0,True,6422.0
408,26,1,3598.0,False,3598.0,False,6448.0
409,12,27,3598.0,False,3598.0,False,6460.0
410,8,17,596.0,True,596.0,True,6468.0
411,6,12,3598.0,False,3598.0,False,6474.0
412,30,15,3598.0,False,3598.0,False,6504.0
413,21,10,3598.0,False,3598.0,False,6525.0
414,25,18,3598.0,False,3598.0,False,6550.0
415,3,12,3598.0,False,3598.0,False,6553.0
416,16,2,3598.0,False,3598.0,False,6569.0
417,8,5,3598.0,False,3598.0,False,6577.0
418,20,10,3598.0,False,3598.0,False,6597.0
419,15,14,123.0,True,123.0,True,6612.0
420,20,5,3598.0,False,3598.0,False,6632.0
421,6,17,3598.0,False,3598.0,False,6638.0
422,22,6,3598.0,False,3598.0,False,6660.0
423,11,15,3598.0,False,3598.0,False,6671.0
424,25,22,3598.0,False,3598.0,False,6696.0
425,4,25,3598.0,False,3598.0,False,6700.0
426,1,18,3598.0,False,3598.0,False,6701.0
427,28,6,3598.0,False,3598.0,False,6729.0
428,24,28,3598.0,False,3598.0,False,6753.0
429,28,3,3598.0,False,3598.0,False,6781.0
430,14,20,3598.0,False,3598.0,False,6795.0
431,25,14,297.0,True,297.0,True,6820.0
432,26,25,3598.0,False,3598.0,False,6846.0
433,29,3,3598.0,False,3598.0,False,6875.0
434,13,23,3598.0,False,3598.0,False,6888.0
435,1,23,3598.0,False,3598.0,False,6889.0
436,1,5,3598.0,False,3598.0,False,6890.0
437,11,15,3598.0,False,3598.0,False,6901.0
438,1,23,3007.0,True,3007.0,True,6902.0
439,3,1,52.0,True,52.0,True,6905.0
440,8,3,173.0,True,173.0,True,6913.0
441,1,14,3598.0,False,3598.0,False,6914.0
442,10,18,3598.0,False,3598.0,False,6924.0
443,10,14,3598.0,False,3598.0,False,6934.0
444,19,24,3412.0,True,3412.0,True,6953.0
445,18,22,3598.0,False,3598.0,False,6971.0
446,27,16,3598.0,False,3598.0,False,6998.0
447,28,29,3598.0,False,3598.0,False,7026.0
448,10,13,2265.0,True,2265.0,True,7036.0
449,3,28,3598.0,False,3598.0,False,7039.0
450,13,25,3598.0,False,3598.0,False,7052.0
451,19,21,3598.0,False,3598.0,False,7071.0
452,27,5,185.0,True,185.0,True,7098.0
453,17,28,3.0,True,3.0,True,7115.0
454,23,19,3598.0,False,3598.0,False,7138.0
455,10,2,3598.0,False,3598.0,False,7148.0
456,4,7,3598.0,False,3598.0,False,7152.0
457,5,5,3598.0,False,3598.0,False,7157.0
458,10,29,3598.0,False,3598.0,False,7167.0
459,23,13,29.0,True,29.0,True,7190.0
460,29,29,23.0,True,23.0,True,7219.0
461,16,1,23.0,True,23.0,True,7235.0
462,24,3,2033.0,True,2033.0,True,7259.0
463,9,5,3598.0,False,3598.0,False,7268.0
464,10,25,3598.0,False,3598.0,False,7278.0
465,29,1,2832.0,True,2832.0,True,7307.0
466,30,18,3598.0,False,3598.0,False,7337.0
467,28,16,3598.0,False,3598.0,False,7365.0
468,13,2,3598.0,False,3598.0,False,7378.0
469,8,5,16.0,True,16.0,True,7386.0
470,19,22,1982.0,True,1982.0,True,7405.0
471,23,14,36.0,True,36.0,True,7428.0
472,26,26,34.0,True,34.0,True,7454.0
473,19,28,3156.0,True,3156.0,True,7473.0
474,1,24,129.0,True,129.0,True,7474.0
475,7,21,3598.0,False,3598.0,False,7481.0
476,29,1,3598.0,False,3598.0,False,7510.0
477,31,20,23.0,True,23.0,True,7541.0
478,19,17,3598.0,False,3598.0,False,7560.0
479,9,8,136.0,True,136.0,True,7569.0
480,25,14,12.0,True,12.0,True,7594.0
481,8,21,3598.0,False,3598.0,False,7602.0
482,7,13,2878.0,True,2878.0,True,7609.0
483,9,20,2667.0,True,2667.0,True,7618.0
484,23,26,173.0,True,173.0,True,7641.0
485,25,22,563.0,True,563.0,True,7666.0
486,6,11,174.0,True,174.0,True,7672.0
487,15,1,212.0,True,212.0,True,7687.0
488,27,12,365.0,True,365.0,True,7714.0
489,28,27,245.0,True,245.0,True,7742.0
490,21,2,191.0,True,191.0,True,7763.0
491,13,24,189.0,True,189.0,True,7776.0
492,14,19,1884.0,True,1884.0,True,7790.0
493,4,10,211.0,True,211.0,True,7794.0
494,24,21,429.0,True,429.0,True,7818.0
495,21,12,595.0,True,595.0,True,7839.0
496,7,14,3598.0,False,3598.0,False,7846.0
497,27,25,307.0,True,307.0,True,7873.0
498,15,25,26.0,True,26.0,True,7888.0
499,11,17,188.0,True,188.0,True,7899.0
500,10,4,208.0,True,208.0,True,7909.0
501,1,29,206.0,True,206.0,True,7910.0
502,18,27,3598.0,False,3598.0,False,7928.0
503,20,20,305.0,True,305.0,True,7948.0
504,20,9,223.0,True,223.0,True,7968.0
505,31,9,649.0,True,649.0,True,7999.0
506,12,26,223.0,True,223.0,True,8011.0
507,11,7,509.0,True,509.0,True,8022.0
508,28,19,3598.0,False,3598.0,False,8050.0
509,16,26,3281.0,True,3281.0,True,8066.0
510,13,6,3598.0,False,3598.0,False,8079.0
511,19,25,133.0,True,133.0,True,8098.0
512,10,21,20.0,True,20.0,True,8108.0
513,1,23,70.0,True,70.0,True,8109.0
514,6,15,3598.0,False,3598.0,False,8115.0
515,10,28,636.0,True,636.0,True,8125.0
516,7,13,3598.0,False,3598.0,False,8132.0
517,30,20,3598.0,False,3598.0,False,8162.0
518,5,12,1535.0,True,1535.0,True,8167.0
519,23,16,36.0,True,36.0,True,8190.0
520,1,1,62.0,True,62.0,True,8191.0
521,26,3,3598.0,False,3598.0,False,8217.0
522,21,24,5.0,True,5.0,True,8238.0
523,19,25,3598.0,False,3598.0,False,8257.0
524,2,17,3598.0,False,3598.0,False,8259.0
525,22,4,689.0,True,689.0,True,8281.0
526,29,18,3598.0,False,3598.0,False,8310.0
527,9,26,3598.0,False,3598.0,False,8319.0
528,10,1,3598.0,False,3598.0,False,8329.0
529,25,11,3598.0,False,3598.0,False,8354.0
530,16,19,613.0,True,613.0,True,8370.0
531,3,1,3598.0,False,3598.0,False,8373.0
532,19,1,40.0,True,40.0,True,8392.0
533,8,18,395.0,True,395.0,True,8400.0
534,20,26,3598.0,False,3598.0,False,8420.0
535,7,7,65.0,True,65.0,True,8427.0
536,14,4,143.0,True,143.0,True,8441.0
537,23,6,3598.0,False,3598.0,False,8464.0
538,30,7,43.0,True,43.0,True,8494.0
539,30,10,69.0,True,69.0,True,8524.0
540,29,18,42.0,True,42.0,True,8553.0
541,27,26,276.0,True,276.0,True,8580.0
542,12,14,230.0,True,230.0,True,8592.0
543,30,28,3598.0,False,3598.0,False,8622.0
544,28,3,47.0,True,47.0,True,8650.0
545,28,16,1525.0,True,1525.0,True,8678.0
546,13,3,3598.0,False,3598.0,False,8691.0
547,3,20,3598.0,False,3598.0,False,8694.0
548,13,27,3598.0,False,3598.0,False,8707.0
549,18,6,8.0,True,8.0,True,8725.0
550,15,8,21.0,True,21.0,True,8740.0
551,9,20,42.0,True,42.0,True,8749.0
552,25,11,372.0,True,372.0,True,8774.0
553,10,23,2188.0,True,2188.0,True,8784.0
554,22,16,128.0,True,128.0,True,8806.0
555,13,16,3598.0,False,3598.0,False,8819.0
556,7,4,1322.0,True,1322.0,True,8826.0
557,14,18,34.0,True,34.0,True,8840.0
558,28,24,3598.0,False,3598.0,False,8868.0
559,25,11,42.0,True,42.0,True,8893.0
560,23,10,323.0,True,323.0,True,8916.0
561,20,23,3598.0,False,3598.0,False,8936.0
562,16,11,2.0,True,2.0,True,8952.0
563,12,3,70.0,True,70.0,True,8964.0
564,6,27,3598.0,False,3598.0,False,8970.0
565,29,2,30.0,True,30.0,True,8999.0
566,7,14,334.0,True,334.0,True,9006.0
567,31,2,844.0,True,844.0,True,9037.0
568,23,16,3598.0,False,3598.0,False,9060.0
569,9,2,3598.0,False,3598.0,False,9069.0
570,23,11,1017.0,True,1017.0,True,9092.0
571,14,13,825.0,True,825.0,True,9106.0
572,6,2,3598.0,False,3598.0,False,9112.0
573,3,17,168.0,True,168.0,True,9115.0
574,31,28,3598.0,False,3598.0,False,9146.0
575,10,19,480.0,True,480.0,True,9156.0
576,26,1,3598.0,False,3598.0,False,9182.0
577,10,22,32.0,True,32.0,True,9192.0
578,16,19,3598.0,False,3598.0,False,9208.0
579,30,16,60.0,True,60.0,True,9238.0
580,18,15,3598.0,False,3598.0,False,9256.0
581,15,11,143.0,True,143.0,True,9271.0
582,14,12,3598.0,False,3598.0,False,9285.0
583,30,2,1089.0,True,1089.0,True,9315.0
584,7,24,1553.0,True,1553.0,True,9322.0
